project_id,project_name,web_url,video_id,auto_label,manual_label,manual_relevance_raw,manual_noise_type,stats_play_count,label_changed
18,羌年,https://www.tiktok.com/@explorechina786/video/7593623600540830996,7593623600540830996,low_relevance,low_relevance,不相关,蹭热门标签,41000000,False
19,侗族大歌,https://www.tiktok.com/@candiselin86/video/7267009498705972523,7267009498705972523,likely_relevant,low_relevance,不相关,主题无关,72400,True
19,侗族大歌,https://www.tiktok.com/@injectionmoldingmaster/video/7635193096686423316,7635193096686423316,likely_relevant,low_relevance,不相关,主题无关,37100,True
19,侗族大歌,https://www.tiktok.com/@unknowncultures/video/7076982398029794602,7076982398029794602,likely_relevant,low_relevance,不相关,主题无关,40000,True
19,侗族大歌,https://www.tiktok.com/@for.chaney.linqiunan/video/7626972893062171924,7626972893062171924,needs_review,low_relevance,不相关,蹭热门标签,4400000,True
19,侗族大歌,https://www.tiktok.com/@laurierlachance/video/7123446540550688006,7123446540550688006,needs_review,low_relevance,不相关,蹭热门标签,923000,True
19,侗族大歌,https://www.tiktok.com/@germangents/video/7545888844516822294,7545888844516822294,low_relevance,low_relevance,不相关,蹭热门标签,97600000,False
19,侗族大歌,https://www.tiktok.com/@jadafacer/video/7434164881231744302,7434164881231744302,low_relevance,low_relevance,不相关,蹭热门标签,6800000,False
19,侗族大歌,https://www.tiktok.com/@doroncchungus/video/7639209047526264085,7639209047526264085,low_relevance,low_relevance,不相关,蹭热门标签,18600000,False
19,侗族大歌,https://www.tiktok.com/@xsex197/video/7632275032064003335,7632275032064003335,low_relevance,low_relevance,不相关,蹭热门标签,16100000,False
19,侗族大歌,https://www.tiktok.com/@.poyyop/video/7528750952568917255,7528750952568917255,low_relevance,low_relevance,不相关,主题无关,8100000,False
20,西安鼓乐,https://www.tiktok.com/@kungfuteam/video/7635089409666256146,7635089409666256146,needs_review,low_relevance,不相关,,10800000,True
20,西安鼓乐,https://www.tiktok.com/@xiao.shagua8/video/7497224257441828118,7497224257441828118,needs_review,low_relevance,不相关,蹭热门标签,2400000,True
20,西安鼓乐,https://www.tiktok.com/@thedrumpath/video/7397040267813080336,7397040267813080336,low_relevance,low_relevance,不相关,主题无关,67200000,False
20,西安鼓乐,https://www.tiktok.com/@brandodrumss/video/7510331932308426030,7510331932308426030,low_relevance,low_relevance,不相关,主题无关,33600000,False
20,西安鼓乐,https://www.tiktok.com/@infinity_drum/video/7434569668196601144,7434569668196601144,likely_relevant,low_relevance,不相关,蹭热门标签,6000000,True
20,西安鼓乐,https://www.tiktok.com/@helowpau/video/7431986123720723755,7431986123720723755,likely_relevant,low_relevance,不相关,蹭热门标签,4200000,True
20,西安鼓乐,https://www.tiktok.com/@beammusic/video/7390958446398442760,7390958446398442760,likely_relevant,low_relevance,不相关,蹭热门标签,4000000,True
20,西安鼓乐,https://www.tiktok.com/@emilvergo/video/7497302412177214738,7497302412177214738,low_relevance,low_relevance,不相关,主题无关,42800000,False
